Timestamp,Elapsed Time (s),Temperature (°C),Pressure (hPa),Temp Change,Press Change
2025-04-18 15:12:37,25,30.75,1002.88,5.75,0.029999999999972715
2025-04-18 15:12:42,26,30.69,1002.83,-0.05999999999999872,-0.049999999999954525
2025-04-18 15:12:48,27,30.69,1002.82,0.0,-0.009999999999990905
2025-04-18 15:12:53,28,30.69,1002.82,0.0,0.0
2025-04-18 15:12:59,29,30.69,1002.84,0.0,0.01999999999998181
2025-04-18 15:13:04,30,30.69,1002.86,0.0,0.01999999999998181
2025-04-18 15:13:10,31,30.69,1002.88,0.0,0.01999999999998181
2025-04-18 15:13:15,32,30.75,1002.86,0.05999999999999872,-0.01999999999998181
2025-04-18 15:13:21,33,30.75,1002.91,0.0,0.049999999999954525
2025-04-18 15:13:27,34,30.69,1002.83,-0.05999999999999872,-0.07999999999992724
2025-04-18 15:13:32,35,30.75,1002.81,0.05999999999999872,-0.020000000000095497
2025-04-18 15:13:38,36,30.75,1002.82,0.0,0.010000000000104592
2025-04-18 15:13:43,37,30.81,1002.84,0.05999999999999872,0.01999999999998181
2025-04-18 15:13:49,38,30.75,1002.84,-0.05999999999999872,0.0
2025-04-18 15:13:54,39,30.75,1002.87,0.0,0.029999999999972715
2025-04-18 15:14:00,40,30.75,1002.9,0.0,0.029999999999972715
2025-04-18 15:14:05,41,30.75,1002.86,0.0,-0.03999999999996362
2025-04-18 15:14:11,42,30.75,1002.82,0.0,-0.03999999999996362
2025-04-18 15:14:16,43,30.75,1002.82,0.0,0.0
2025-04-18 15:14:22,44,30.75,1002.85,0.0,0.029999999999972715
2025-04-18 15:14:27,45,30.81,1002.86,0.05999999999999872,0.009999999999990905
2025-04-18 15:14:33,46,30.75,1002.85,-0.05999999999999872,-0.009999999999990905
2025-04-18 15:14:38,47,30.75,1002.86,0.0,0.009999999999990905
2025-04-18 15:14:44,48,30.69,1002.86,-0.05999999999999872,0.0
2025-04-18 15:14:49,49,30.75,1002.88,0.05999999999999872,0.01999999999998181
2025-04-18 15:14:55,50,30.75,1002.87,0.0,-0.009999999999990905
2025-04-18 15:15:00,51,30.75,1002.89,0.0,0.01999999999998181
2025-04-18 15:15:06,52,30.75,1002.88,0.0,-0.009999999999990905
2025-04-18 15:15:11,53,30.69,1002.91,-0.05999999999999872,0.029999999999972715
2025-04-18 15:15:17,54,30.75,1002.86,0.05999999999999872,-0.049999999999954525
2025-04-18 15:15:22,55,30.75,1002.9,0.0,0.03999999999996362
2025-04-18 15:15:28,56,30.75,1002.9,0.0,0.0
2025-04-18 15:15:33,57,30.69,1002.84,-0.05999999999999872,-0.05999999999994543
2025-04-18 15:15:39,58,30.69,1002.83,0.0,-0.009999999999990905
2025-04-18 15:15:44,59,30.69,1002.84,0.0,0.009999999999990905
2025-04-18 15:15:50,60,30.75,1002.82,0.05999999999999872,-0.01999999999998181
2025-04-18 15:15:56,61,30.75,1002.81,0.0,-0.010000000000104592
2025-04-18 15:16:01,62,30.69,1002.86,-0.05999999999999872,0.05000000000006821
2025-04-18 15:16:06,63,30.75,1003.11,0.05999999999999872,0.25
2025-04-18 15:16:12,64,30.75,1002.79,0.0,-0.32000000000005
2025-04-18 15:16:18,65,30.75,1002.82,0.0,0.030000000000086402
2025-04-18 15:16:23,66,30.75,1002.82,0.0,0.0
2025-04-18 15:16:29,67,30.75,1002.8,0.0,-0.020000000000095497
2025-04-18 15:16:34,68,30.75,1002.83,0.0,0.030000000000086402
2025-04-18 15:16:40,69,30.75,1002.88,0.0,0.049999999999954525
2025-04-18 15:16:45,70,30.75,1002.81,0.0,-0.07000000000005002
2025-04-18 15:16:51,71,30.75,1002.85,0.0,0.04000000000007731
2025-04-18 15:16:56,72,30.75,1002.85,0.0,0.0
2025-04-18 15:17:02,73,30.69,1002.82,-0.05999999999999872,-0.029999999999972715
2025-04-18 15:17:07,74,30.75,1002.78,0.05999999999999872,-0.04000000000007731
2025-04-18 15:17:13,75,30.75,1002.97,0.0,0.19000000000005457
2025-04-18 15:17:18,76,30.75,1002.83,0.0,-0.13999999999998636
2025-04-18 15:17:24,77,30.75,1004.77,0.0,1.9399999999999409
2025-04-18 15:17:29,78,30.75,1003.33,0.0,-1.4399999999999409
2025-04-18 15:17:35,79,31.12,1002.69,0.370000000000001,-0.6399999999999864
2025-04-18 15:17:40,80,31.81,1002.8,0.6899999999999977,0.10999999999989996
2025-04-18 15:17:46,81,32.06,1002.69,0.25000000000000355,-0.10999999999989996
2025-04-18 15:17:51,82,31.87,1002.67,-0.19000000000000128,-0.020000000000095497
2025-04-18 15:17:57,83,31.69,1002.85,-0.17999999999999972,0.18000000000006366
2025-04-18 15:18:02,84,31.5,1002.8,-0.19000000000000128,-0.05000000000006821
2025-04-18 15:18:08,85,31.37,1002.86,-0.129999999999999,0.06000000000005912
2025-04-18 15:18:13,86,31.25,1002.79,-0.120000000000001,-0.07000000000005002
2025-04-18 15:18:19,87,31.12,1002.73,-0.129999999999999,-0.05999999999994543
2025-04-18 15:18:25,88,31.12,1002.79,0.0,0.05999999999994543
2025-04-18 15:18:30,89,31.06,1002.77,-0.060000000000002274,-0.01999999999998181
2025-04-18 15:18:35,90,30.94,1002.74,-0.11999999999999744,-0.029999999999972715
2025-04-18 15:18:41,91,30.94,1002.69,0.0,-0.049999999999954525
2025-04-18 15:18:46,92,30.94,1002.77,0.0,0.07999999999992724
2025-04-18 15:18:52,93,30.87,1002.71,-0.07000000000000028,-0.05999999999994543
2025-04-18 15:18:58,94,30.94,1002.79,0.07000000000000028,0.07999999999992724
2025-04-18 15:19:03,95,30.87,1002.82,-0.07000000000000028,0.030000000000086402
2025-04-18 15:19:09,96,30.81,1002.81,-0.060000000000002274,-0.010000000000104592
2025-04-18 15:19:14,97,30.87,1002.8,0.060000000000002274,-0.009999999999990905
2025-04-18 15:19:20,98,30.81,1002.79,-0.060000000000002274,-0.009999999999990905
2025-04-18 15:19:25,99,30.81,1002.76,0.0,-0.029999999999972715
2025-04-18 15:19:31,100,30.81,1002.81,0.0,0.049999999999954525
2025-04-18 15:19:36,101,30.81,1002.81,0.0,0.0
2025-04-18 15:19:42,102,30.81,1002.79,0.0,-0.01999999999998181
2025-04-18 15:19:47,103,30.81,1002.77,0.0,-0.01999999999998181
2025-04-18 15:19:53,104,30.81,1002.76,0.0,-0.009999999999990905
2025-04-18 15:19:58,105,30.81,1002.69,0.0,-0.06999999999993634
2025-04-18 15:20:04,106,30.69,1002.64,-0.11999999999999744,-0.05000000000006821
2025-04-18 15:20:09,107,30.69,1002.63,0.0,-0.009999999999990905
2025-04-18 15:20:15,108,30.69,1002.71,0.0,0.08000000000004093
2025-04-18 15:20:20,109,30.69,1002.72,0.0,0.009999999999990905
2025-04-18 15:20:26,110,30.75,1002.73,0.05999999999999872,0.009999999999990905
2025-04-18 15:20:31,111,30.69,1002.79,-0.05999999999999872,0.05999999999994543
2025-04-18 15:20:37,112,30.69,1002.73,0.0,-0.05999999999994543
2025-04-18 15:20:42,113,30.69,1002.78,0.0,0.049999999999954525
2025-04-18 15:20:48,114,30.69,1002.74,0.0,-0.03999999999996362
2025-04-18 15:20:53,115,30.75,1002.72,0.05999999999999872,-0.01999999999998181
2025-04-18 15:20:59,116,30.75,1002.69,0.0,-0.029999999999972715
2025-04-18 15:21:04,117,30.75,1002.68,0.0,-0.010000000000104592
2025-04-18 15:21:10,118,30.75,1002.68,0.0,0.0
2025-04-18 15:21:15,119,30.69,1002.65,-0.05999999999999872,-0.029999999999972715
2025-04-18 15:21:21,120,30.75,1002.64,0.05999999999999872,-0.009999999999990905
2025-04-18 15:21:27,121,30.69,1002.62,-0.05999999999999872,-0.01999999999998181
2025-04-18 15:21:32,122,30.69,1002.66,0.0,0.03999999999996362
2025-04-18 15:21:38,123,30.75,1002.67,0.05999999999999872,0.009999999999990905
2025-04-18 15:21:43,124,30.75,1002.63,0.0,-0.03999999999996362
2025-04-18 15:21:49,125,30.75,1002.74,0.0,0.11000000000001364
2025-04-18 15:21:54,126,30.75,1002.68,0.0,-0.06000000000005912
2025-04-18 15:22:00,127,30.75,1002.66,0.0,-0.01999999999998181
2025-04-18 15:22:05,128,30.75,1002.66,0.0,0.0
2025-04-18 15:22:11,129,30.75,1002.74,0.0,0.08000000000004093
2025-04-18 15:22:16,130,30.69,1002.72,-0.05999999999999872,-0.01999999999998181
2025-04-18 15:22:22,131,30.69,1002.69,0.0,-0.029999999999972715
2025-04-18 15:22:27,132,30.69,1002.7,0.0,0.009999999999990905
2025-04-18 15:22:33,133,30.69,1002.69,0.0,-0.009999999999990905
2025-04-18 15:22:38,134,30.69,1002.72,0.0,0.029999999999972715
2025-04-18 15:22:44,135,30.62,1002.7,-0.07000000000000028,-0.01999999999998181
2025-04-18 15:22:49,136,30.69,1002.72,0.07000000000000028,0.01999999999998181
2025-04-18 15:22:55,137,30.69,1002.74,0.0,0.01999999999998181
2025-04-18 15:23:00,138,30.69,1002.77,0.0,0.029999999999972715
2025-04-18 15:23:06,139,30.69,1002.7,0.0,-0.06999999999993634
2025-04-18 15:23:11,140,30.62,1002.69,-0.07000000000000028,-0.009999999999990905
2025-04-18 15:23:17,141,30.69,1002.7,0.07000000000000028,0.009999999999990905
2025-04-18 15:23:22,142,30.75,1002.68,0.05999999999999872,-0.020000000000095497
2025-04-18 15:23:28,143,30.69,1002.67,-0.05999999999999872,-0.009999999999990905
2025-04-18 15:23:33,144,30.75,1002.68,0.05999999999999872,0.009999999999990905
2025-04-18 15:23:39,145,30.75,1002.76,0.0,0.08000000000004093
2025-04-18 15:23:45,146,30.75,1002.75,0.0,-0.009999999999990905
2025-04-18 15:23:50,147,30.75,1002.73,0.0,-0.01999999999998181
2025-04-18 15:23:55,148,30.75,1002.7,0.0,-0.029999999999972715
2025-04-18 15:24:01,149,30.75,1002.72,0.0,0.01999999999998181
2025-04-18 15:24:07,150,30.75,1002.71,0.0,-0.009999999999990905
2025-04-18 15:24:12,151,30.75,1002.7,0.0,-0.009999999999990905
2025-04-18 15:24:18,152,30.75,1002.7,0.0,0.0
